transaction_id,transaction_date,customer_id,account_type,transaction_type,amount,currency,merchant,transaction_status
100039,2023-10-02,4946,Credit,Debit,510.54,USD,Unknown,Completed
100041,2022-03-14,999999,Checking,Debit,4970.69,USD,Unknown,Completed
100042,2022-06-04,4929,Checking,Credit,2256.51,USD,Walmart,Completed
100043,2023-08-15,999999,Checking,Debit,1361.60,USD,Target,Completed
100046,2022-12-31,999999,checking,Debit,833.68,USD,Walmart,Completed
100047,2022-12-31,999999,checking,Debit,1706.66,USD,Unknown,Completed
100047,2023-04-05,999999,Checking,Credit,1441.03,USD,Unknown,Completed
100048,2024-01-23,999999,checking,Debit,4243.25,USD,Walmart,Completed
100049,2022-08-11,999999,Checking,Credit,4965.82,USD,Amazon,Completed
100051,2022-12-31,999999,Checking,Credit,1759.32,USD,Amazon,Completed
100050,2022-05-24,999999,checking,Debit,4574.16,USD,Target,Completed
100053,2022-01-01,999999,Checking,Debit,4200.45,USD,Amazon,Completed
100052,2023-06-04,4488,Savings,Credit,3962.11,USD,Unknown,Completed
100054,2022-12-31,999999,Checking,Credit,3383.99,USD,Walmart,Completed
100056,2022-03-11,999999,Credit,Credit,807.49,USD,Walmart,Completed
100057,2022-01-01,999999,Savings,Debit,2558.91,USD,Walmart,Completed
100058,2022-01-01,3273,Checking,Credit,1144.91,USD,Amazon,Completed
100058,2022-01-01,2065,checking,Credit,4452.51,USD,Unknown,Completed
100060,2022-06-16,999999,Checking,Credit,1217.80,USD,Unknown,Completed
100059,2022-06-22,999999,Credit,Credit,2170.67,USD,Walmart,Completed
100062,2023-03-27,999999,Checking,Debit,3061.34,USD,Amazon,Completed
100061,2023-10-09,999999,Checking,Credit,2378.63,USD,Target,Completed
100063,2024-03-18,3836,Checking,Credit,4481.66,USD,Unknown,Completed
100065,2022-04-02,999999,Credit,Credit,1208.04,USD,Walmart,Completed
100065,2022-12-31,3238,Checking,Debit,4620.72,USD,Amazon,Completed
100064,2022-02-03,999999,Checking,Credit,830.82,USD,Unknown,Completed
100067,2023-06-12,999999,Checking,Debit,2661.36,USD,Amazon,Completed
100068,2022-08-30,4477,Checking,Debit,3564.08,USD,Amazon,Completed
100068,2023-07-13,999999,Checking,Debit,4446.04,USD,Walmart,Completed
100070,2022-01-01,3050,Checking,Credit,1125.01,USD,Amazon,Completed
100072,2022-01-01,999999,Savings,Debit,4324.97,USD,Unknown,Completed
100071,2022-11-17,999999,Savings,Debit,4237.76,USD,Walmart,Completed
100074,2022-12-22,999999,Checking,Credit,2619.50,USD,Unknown,Completed
100074,2022-12-31,2997,Checking,Credit,1994.11,USD,Walmart,Completed
100075,2024-02-04,999999,Checking,Debit,4849.97,USD,Amazon,Completed
100077,2022-12-31,4677,Credit,Debit,1608.75,USD,Unknown,Completed
100078,2022-01-01,4153,Savings,Credit,1216.07,USD,Walmart,Completed
100076,2023-05-09,999999,Checking,Debit,2502.50,USD,Unknown,Completed
100080,2022-12-31,999999,Checking,Debit,573.92,USD,Target,Completed
100081,2022-03-12,999999,Checking,Debit,3626.53,USD,Amazon,Completed
100082,2022-12-31,4799,Checking,Debit,542.93,USD,Target,Completed
100083,2023-01-03,2524,Checking,Credit,1043.74,USD,Amazon,Completed
100082,2023-01-13,999999,Checking,Debit,1282.06,USD,Target,Completed
100084,2022-01-01,999999,checking,Debit,465.03,USD,Amazon,Completed
100085,2022-06-29,999999,Savings,Debit,150.19,USD,Walmart,Completed
100087,2022-10-31,999999,Checking,Debit,3463.96,USD,Amazon,Completed
100087,2022-01-01,4335,Checking,Credit,3054.95,USD,Walmart,Completed
100089,2023-12-01,999999,checking,Credit,1730.89,USD,Walmart,Completed
100090,2022-12-31,3410,Checking,Debit,1384.16,USD,Unknown,Completed
100089,2022-01-01,999999,Savings,Credit,2183.87,USD,Target,Completed
100092,2023-01-22,999999,Checking,Credit,2942.44,USD,Unknown,Completed
100091,2023-04-18,999999,Savings,Debit,1668.14,USD,Target,Completed
100094,2022-12-31,999999,Checking,Credit,2890.89,USD,Amazon,Completed
100094,2022-12-31,3749,Credit,Debit,1822.76,USD,Walmart,Completed
100093,2023-05-10,3414,Savings,Credit,1235.18,USD,Walmart,Completed
100096,2023-04-30,999999,Savings,Debit,3571.19,USD,Walmart,Completed
100097,2024-03-10,999999,Checking,Credit,2228.68,USD,Walmart,Completed
100098,2022-12-31,3900,Checking,Debit,3397.96,USD,Unknown,Completed
100099,2022-01-01,2543,Credit,Debit,1528.55,USD,Amazon,Completed
100100,2022-08-06,999999,Credit,Credit,172.79,USD,Walmart,Completed
100102,2022-12-31,2669,Savings,Credit,4062.43,USD,Walmart,Completed
100102,2022-01-01,999999,Checking,Credit,4400.68,USD,Unknown,Completed
100104,2022-01-01,999999,Savings,Debit,4992.45,USD,Target,Completed
100105,2022-01-01,3643,Checking,Debit,1242.72,USD,Amazon,Completed
100106,2023-08-09,2043,Checking,Credit,2416.66,USD,Walmart,Completed
100106,2022-12-31,4360,Checking,Debit,79.72,USD,Walmart,Completed
100108,2024-05-05,999999,Checking,Debit,262.30,USD,Walmart,Completed
100108,2022-12-31,4038,Checking,Debit,2286.56,USD,Walmart,Completed
100110,2022-05-19,3680,Checking,Debit,271.46,USD,Amazon,Completed
100111,2022-12-31,999999,Savings,Debit,966.79,USD,Target,Completed
100112,2022-12-31,999999,checking,Debit,3901.95,USD,Walmart,Completed
100112,2022-10-30,999999,checking,Credit,1869.05,USD,Amazon,Completed
100114,2022-01-01,2609,Savings,Debit,236.46,USD,Unknown,Completed
100114,2022-01-01,999999,Savings,Credit,2288.92,USD,Amazon,Completed
100116,2022-12-31,999999,Checking,Debit,2482.72,USD,Walmart,Completed
100116,2023-06-03,999999,Checking,Credit,4320.08,USD,Amazon,Completed
100118,2022-12-31,999999,Checking,Credit,810.08,USD,Unknown,Completed
100116,2024-01-24,4486,Savings,Debit,988.80,USD,Target,Completed
100119,2022-01-01,999999,Checking,Debit,1185.33,USD,Unknown,Completed
100121,2024-03-10,999999,Checking,Credit,1801.81,USD,Walmart,Completed
100120,2023-08-22,999999,Savings,Debit,468.68,USD,Amazon,Completed
100122,2022-05-10,3405,Checking,Credit,2498.40,USD,Walmart,Completed
100123,2022-01-01,2267,Checking,Credit,1133.49,USD,Amazon,Completed
100125,2022-12-31,999999,Checking,Credit,123.82,USD,Unknown,Completed
100125,2022-01-01,4753,Checking,Credit,4472.00,USD,Unknown,Completed
100126,2022-01-01,2275,Checking,Credit,4918.51,USD,Amazon,Completed
100128,2022-12-31,2421,Checking,Credit,3534.75,USD,Walmart,Completed
100126,2023-09-07,2929,Savings,Debit,192.01,USD,Amazon,Completed
100130,2022-01-01,3496,Checking,Credit,4304.44,USD,Walmart,Completed
100131,2022-01-01,3569,Savings,Debit,4216.07,USD,Target,Completed
100132,2022-01-01,999999,Checking,Credit,884.09,USD,Walmart,Completed
100133,2023-12-06,4129,checking,Credit,3926.72,USD,Amazon,Completed
100134,2022-12-31,999999,Savings,Debit,103.75,USD,Amazon,Completed
100135,2024-05-10,999999,Savings,Debit,4695.99,USD,Amazon,Completed
100136,2022-01-01,999999,Checking,Credit,2866.72,USD,Target,Completed
100135,2022-01-01,999999,checking,Credit,4446.61,USD,Unknown,Completed
100135,2022-12-01,999999,Checking,Debit,634.56,USD,Amazon,Completed
100139,2022-12-31,4908,checking,Debit,2244.61,USD,Target,Completed
100139,2023-12-29,2362,Checking,Credit,759.59,USD,Amazon,Completed
100141,2022-01-01,999999,Checking,Debit,4800.05,USD,Amazon,Completed
100141,2022-09-23,999999,Savings,Credit,2994.07,USD,Walmart,Completed
100143,2022-01-01,999999,Checking,Credit,4930.69,USD,Target,Completed
100142,2022-01-01,3156,checking,Credit,2434.99,USD,Amazon,Completed
100144,2024-01-20,4975,Savings,Debit,709.93,USD,Amazon,Completed
100146,2023-12-26,999999,Checking,Debit,1101.48,USD,Target,Completed
100147,2022-12-31,2062,Checking,Credit,1033.69,USD,Unknown,Completed
100146,2024-03-16,2603,Checking,Debit,357.83,USD,Unknown,Completed
100148,2022-01-01,999999,Checking,Debit,4425.47,USD,Target,Completed
100150,2023-05-03,999999,Savings,Credit,4974.77,USD,Target,Completed
100151,2022-01-01,999999,Credit,Credit,88.94,USD,Target,Completed
100150,2022-12-31,999999,Checking,Credit,2778.52,USD,Unknown,Completed
100153,2022-12-31,999999,Checking,Debit,668.57,USD,Walmart,Completed
100153,2023-09-16,999999,Credit,Credit,1136.81,USD,Target,Completed
100155,2024-01-22,3260,Credit,Credit,4176.46,USD,Walmart,Completed
100156,2022-01-01,2348,Checking,Debit,1102.47,USD,Target,Completed
100157,2022-01-01,999999,Savings,Credit,99.05,USD,Amazon,Completed
100156,2022-12-31,3544,Credit,Credit,4897.02,USD,Walmart,Completed
100159,2023-03-20,4643,Checking,Debit,4716.16,USD,Amazon,Completed
100160,2024-05-16,999999,Savings,Credit,2609.62,USD,Walmart,Completed
100160,2023-02-28,999999,Checking,Credit,877.16,USD,Amazon,Completed
100162,2022-12-31,3763,checking,Debit,2906.55,USD,Target,Completed
100163,2022-01-01,3279,Checking,Credit,1406.17,USD,Target,Completed
100163,2022-03-29,999999,checking,Debit,2285.51,USD,Target,Completed
100164,2023-11-02,4654,Checking,Debit,4386.11,USD,Target,Completed
100166,2022-12-31,2588,Checking,Debit,3849.32,USD,Walmart,Completed
100165,2022-01-01,4062,Credit,Credit,2852.91,USD,Target,Completed
100168,2022-12-31,999999,Checking,Debit,3989.64,USD,Amazon,Completed
100169,2022-12-31,3909,Checking,Debit,2137.98,USD,Walmart,Completed
100169,2023-01-20,4320,Savings,Debit,3902.78,USD,Walmart,Completed
100171,2022-12-31,999999,Checking,Credit,2579.48,USD,Walmart,Completed
100172,2022-01-01,999999,checking,Debit,4994.68,USD,Amazon,Completed
100173,2022-04-21,999999,Checking,Debit,1962.75,USD,Walmart,Completed
100174,2023-09-21,999999,Savings,Credit,3945.91,USD,Walmart,Completed
100174,2024-03-04,999999,checking,Debit,921.06,USD,Walmart,Completed
100176,2022-12-31,4586,Checking,Credit,494.89,USD,Walmart,Completed
100177,2023-05-21,999999,Savings,Credit,1868.25,USD,Target,Completed
100178,2022-04-13,999999,Checking,Debit,1849.96,USD,Walmart,Completed
100177,2022-05-09,3033,Checking,Debit,1579.31,USD,Amazon,Completed
100179,2022-10-25,999999,Checking,Credit,1554.21,USD,Walmart,Completed
100181,2022-12-31,999999,Savings,Credit,1160.82,USD,Amazon,Completed
100181,2022-01-01,999999,Savings,Debit,441.57,USD,Walmart,Completed
100182,2022-12-31,999999,Checking,Debit,2729.04,USD,Unknown,Completed
100182,2022-12-14,4858,checking,Debit,3699.27,USD,Unknown,Completed
100183,2022-12-31,999999,checking,Debit,1829.52,USD,Unknown,Completed
100185,2022-12-31,999999,checking,Credit,2916.26,USD,Unknown,Completed
100187,2022-12-31,999999,Savings,Debit,1687.45,USD,Unknown,Completed
100188,2022-01-01,3646,Credit,Credit,4741.38,USD,Unknown,Completed
100187,2022-01-01,999999,Savings,Credit,118.39,USD,Target,Completed
100190,2022-12-31,999999,Savings,Credit,1555.61,USD,Walmart,Completed
100190,2022-01-01,3029,Checking,Debit,649.49,USD,Walmart,Completed
100191,2022-02-14,2713,Checking,Debit,1669.25,USD,Amazon,Completed
100193,2022-12-31,999999,Checking,Debit,957.10,USD,Walmart,Completed
100193,2022-01-01,4913,Credit,Debit,3194.16,USD,Walmart,Completed
100195,2023-07-03,2369,Savings,Debit,2647.55,USD,Walmart,Completed
100196,2022-12-31,999999,Checking,Credit,3174.74,USD,Unknown,Completed
100196,2022-12-31,2462,checking,Debit,434.12,USD,Walmart,Completed
100198,2022-12-31,999999,Savings,Credit,2643.34,USD,Target,Completed
100199,2022-12-31,999999,Credit,Debit,642.04,USD,Amazon,Completed
100200,2022-06-01,3536,checking,Credit,2683.48,USD,Target,Completed
100200,2022-01-01,999999,checking,Credit,288.35,USD,Target,Completed
100201,2022-01-31,999999,checking,Credit,1703.11,USD,Unknown,Completed
100203,2023-08-09,4132,Credit,Credit,1292.17,USD,Walmart,Completed
100204,2022-12-31,999999,Checking,Credit,4856.49,USD,Walmart,Completed
100204,2022-12-31,999999,Savings,Debit,1519.40,USD,Target,Completed
100203,2022-10-04,2139,Checking,Debit,642.47,USD,Target,Completed
100207,2022-12-31,999999,Checking,Debit,4004.18,USD,Walmart,Completed
100208,2023-03-14,999999,Savings,Credit,3335.44,USD,Amazon,Completed
100209,2022-01-01,999999,Savings,Credit,87.58,USD,Amazon,Completed
100210,2022-01-01,999999,checking,Debit,1173.37,USD,Target,Completed
100211,2023-11-09,2158,Checking,Credit,1826.32,USD,Amazon,Completed
100212,2022-01-01,4144,Checking,Credit,1802.98,USD,Amazon,Completed
100211,2023-12-20,999999,Savings,Debit,2631.05,USD,Unknown,Completed
100213,2023-11-06,4861,Credit,Debit,2130.04,USD,Walmart,Completed
100215,2022-12-31,3546,Checking,Debit,1976.70,USD,Target,Completed
100215,2022-08-04,3506,Savings,Credit,1496.59,USD,Walmart,Completed
100216,2023-01-17,999999,Credit,Credit,1098.74,USD,Walmart,Completed
100218,2022-11-11,999999,Savings,Credit,3765.01,USD,Target,Completed
100219,2022-01-30,2787,Checking,Debit,4056.08,USD,Amazon,Completed
100219,2023-02-10,999999,Checking,Debit,951.32,USD,Walmart,Completed
100220,2022-12-31,999999,Checking,Debit,801.82,USD,Walmart,Completed
100222,2022-07-11,999999,Checking,Credit,2620.14,USD,Unknown,Completed
100223,2022-12-31,999999,checking,Credit,4111.68,USD,Walmart,Completed
100223,2022-01-01,999999,Checking,Credit,3537.82,USD,Walmart,Completed
100223,2023-07-21,999999,checking,Debit,2256.16,USD,Walmart,Completed
100224,2024-06-10,999999,Checking,Debit,1592.89,USD,Amazon,Completed
100227,2022-01-01,3216,Savings,Credit,4115.92,USD,Target,Completed
100227,2022-12-31,999999,Savings,Debit,2401.19,USD,Unknown,Completed
100229,2022-01-01,4533,Checking,Credit,4175.79,USD,Unknown,Completed
100230,2022-12-31,2670,Checking,Debit,435.58,USD,Unknown,Completed
100231,2022-01-01,3305,Checking,Debit,593.92,USD,Amazon,Completed
100231,2022-12-31,999999,Checking,Debit,3204.20,USD,Unknown,Completed
100233,2022-01-01,3622,Checking,Credit,3601.54,USD,Unknown,Completed
100234,2022-12-01,999999,Checking,Debit,1345.83,USD,Walmart,Completed
100233,2022-11-23,999999,Checking,Credit,3213.12,USD,Target,Completed
100236,2024-01-06,999999,Savings,Debit,4834.70,USD,Walmart,Completed
100236,2022-12-04,3302,Checking,Credit,2492.57,USD,Walmart,Completed
100237,2022-12-31,2793,Checking,Credit,483.11,USD,Target,Completed
100239,2022-12-31,3840,checking,Credit,3641.74,USD,Target,Completed
100240,2022-12-31,999999,Credit,Debit,2408.52,USD,Amazon,Completed
100241,2024-02-11,3526,Savings,Credit,3480.67,USD,Unknown,Completed
100242,2022-07-31,3146,Checking,Credit,4014.24,USD,Unknown,Completed
100243,2022-01-01,2031,Credit,Debit,3064.90,USD,Unknown,Completed
100243,2023-12-31,999999,checking,Credit,3628.82,USD,Target,Completed
100244,2023-03-09,999999,Checking,Credit,639.99,USD,Amazon,Completed
100246,2022-12-31,999999,Savings,Credit,3199.51,USD,Unknown,Completed
100245,2022-12-31,4883,Checking,Credit,3225.69,USD,Unknown,Completed
100247,2022-12-31,4130,Credit,Debit,2073.97,USD,Walmart,Completed
100249,2022-05-05,999999,Checking,Credit,1695.43,USD,Walmart,Completed
100250,2022-07-06,999999,Checking,Debit,1149.56,USD,Target,Completed
100250,2022-02-03,4100,Checking,Credit,188.64,USD,Walmart,Completed
100252,2022-01-01,999999,Checking,Debit,4345.88,USD,Target,Completed
100253,2022-04-28,999999,Checking,Credit,391.43,USD,Target,Completed
100252,2022-01-01,999999,Checking,Debit,2864.37,USD,Walmart,Completed
100254,2024-04-10,999999,Savings,Debit,4700.95,USD,Unknown,Completed
100255,2022-12-31,999999,Checking,Credit,2163.69,USD,Walmart,Completed
100255,2022-01-01,999999,Checking,Credit,3111.47,USD,Target,Completed
100257,2024-05-11,3654,Checking,Debit,4160.73,USD,Target,Completed
100258,2023-05-13,999999,Credit,Credit,2192.50,USD,Walmart,Completed
100259,2022-01-01,3756,Credit,Credit,1978.41,USD,Walmart,Completed
100260,2022-12-31,999999,checking,Debit,2704.84,USD,Target,Completed
100260,2024-02-07,3019,Checking,Credit,4830.18,USD,Walmart,Completed
100263,2022-01-27,999999,checking,Debit,551.48,USD,Amazon,Completed
100262,2022-05-07,999999,Credit,Credit,582.70,USD,Amazon,Completed
100264,2023-01-19,3995,Checking,Debit,533.88,USD,Walmart,Completed
100265,2023-03-25,4387,Savings,Credit,2248.30,USD,Amazon,Completed
100266,2022-07-31,4472,Savings,Credit,1161.48,USD,Target,Completed
100268,2022-08-07,999999,Checking,Debit,1472.09,USD,Target,Completed
100269,2023-11-10,4957,Checking,Credit,2121.87,USD,Walmart,Completed
100270,2024-01-11,999999,Checking,Debit,1042.57,USD,Walmart,Completed
100271,2022-03-05,3512,Checking,Debit,1232.04,USD,Amazon,Completed
100270,2024-02-29,999999,Checking,Credit,44.89,USD,Amazon,Completed
100272,2022-01-01,999999,Checking,Credit,641.44,USD,Amazon,Completed
100274,2022-01-01,2164,Checking,Credit,4805.48,USD,Target,Completed
100275,2022-10-19,4021,Checking,Credit,3276.04,USD,Target,Completed
100275,2022-12-31,999999,Credit,Debit,4151.59,USD,Target,Completed
100275,2022-01-01,999999,Savings,Credit,3948.69,USD,Amazon,Completed
100276,2022-12-31,999999,Checking,Credit,3534.22,USD,Unknown,Completed
100278,2022-12-31,999999,Checking,Debit,4218.63,USD,Target,Completed
100279,2024-03-09,999999,checking,Credit,1980.03,USD,Amazon,Completed
100278,2022-08-13,4958,Checking,Credit,1201.81,USD,Target,Completed
100281,2022-12-31,4701,Savings,Debit,2463.10,USD,Walmart,Completed
100282,2023-11-26,4049,Checking,Debit,4931.12,USD,Target,Completed
100283,2022-11-28,3284,Checking,Credit,1731.21,USD,Amazon,Completed
100285,2022-08-10,999999,checking,Debit,811.71,USD,Walmart,Completed
100285,2024-01-15,3673,Checking,Credit,1874.17,USD,Unknown,Completed
100287,2022-12-31,999999,Checking,Debit,1818.78,USD,Walmart,Completed
100288,2022-12-31,3545,Checking,Debit,1472.29,USD,Target,Completed
100287,2022-12-31,4801,Checking,Credit,264.98,USD,Unknown,Completed
100290,2022-01-01,999999,Savings,Credit,3288.93,USD,Walmart,Completed
100290,2022-12-31,2654,Credit,Credit,3412.56,USD,Amazon,Completed
100290,2022-01-10,2065,Checking,Debit,1689.86,USD,Target,Completed
100291,2022-12-01,999999,Checking,Credit,4933.84,USD,Amazon,Completed
100294,2023-10-22,999999,Checking,Credit,1974.73,USD,Walmart,Completed
100294,2023-11-18,999999,Savings,Debit,4036.19,USD,Walmart,Completed
100296,2022-08-06,999999,checking,Credit,3549.60,USD,Walmart,Completed
100297,2022-03-11,999999,checking,Debit,399.29,USD,Walmart,Completed
100297,2022-12-21,999999,Checking,Debit,2831.89,USD,Unknown,Completed
100299,2022-06-13,999999,checking,Debit,3068.18,USD,Amazon,Completed
100299,2023-07-20,999999,Savings,Credit,2609.89,USD,Amazon,Completed
100301,2022-12-31,999999,Checking,Credit,1534.86,USD,Walmart,Completed
100301,2022-12-31,999999,Credit,Debit,2055.98,USD,Unknown,Completed
100302,2022-01-01,4180,Savings,Debit,653.93,USD,Amazon,Completed
100301,2022-01-01,3275,Credit,Credit,4501.83,USD,Unknown,Completed
100305,2024-03-28,2134,Savings,Debit,2704.35,USD,Target,Completed
100306,2023-09-13,999999,Savings,Credit,4289.01,USD,Walmart,Completed
100306,2022-10-25,2169,Checking,Debit,2836.14,USD,Walmart,Completed
100307,2023-11-28,999999,Checking,Debit,1226.22,USD,Unknown,Completed
100308,2022-01-01,999999,Checking,Debit,3767.08,USD,Walmart,Completed
100308,2023-05-12,999999,checking,Debit,4954.63,USD,Target,Completed
100311,2023-06-01,3750,Checking,Debit,2596.10,USD,Walmart,Completed
100311,2022-12-31,2680,checking,Debit,64.80,USD,Unknown,Completed
100313,2022-12-31,999999,checking,Debit,1200.11,USD,Target,Completed
100313,2023-09-24,999999,checking,Credit,4518.08,USD,Unknown,Completed
100315,2022-12-31,4375,checking,Debit,2335.64,USD,Target,Completed
100316,2022-01-01,4244,checking,Debit,4518.88,USD,Amazon,Completed
100317,2022-04-13,999999,Checking,Credit,3807.50,USD,Unknown,Completed
100317,2022-01-01,999999,Savings,Credit,3082.08,USD,Unknown,Completed
100318,2022-12-31,999999,Savings,Credit,3214.50,USD,Target,Completed
100318,2023-07-30,999999,Credit,Debit,1375.47,USD,Walmart,Completed
100321,2022-12-31,3715,Checking,Debit,221.41,USD,Walmart,Completed
100321,2022-01-21,999999,Savings,Debit,4462.94,USD,Target,Completed
100323,2024-04-09,3979,Savings,Credit,250.63,USD,Unknown,Completed
100324,2023-05-13,999999,Checking,Debit,183.12,USD,Target,Completed
100324,2022-10-19,3338,Checking,Credit,5003.84,USD,Amazon,Completed
100326,2023-08-24,999999,Checking,Credit,3702.71,USD,Target,Completed
100326,2024-01-12,999999,Credit,Credit,3437.77,USD,Amazon,Completed
100328,2022-12-31,999999,Checking,Debit,4845.74,USD,Target,Completed
100327,2022-06-24,2037,Savings,Debit,4106.12,USD,Walmart,Completed
100326,2023-08-06,3006,Savings,Debit,3436.85,USD,Amazon,Completed
100331,2022-12-31,999999,Checking,Debit,1615.00,USD,Target,Completed
100332,2022-12-31,999999,checking,Debit,1080.23,USD,Target,Completed
100333,2024-04-27,4675,Checking,Credit,2606.74,USD,Walmart,Completed
100334,2023-02-23,999999,Checking,Debit,694.90,USD,Walmart,Completed
100335,2023-02-21,3810,Savings,Credit,4344.88,USD,Amazon,Completed
100336,2023-04-02,999999,Credit,Debit,715.50,USD,Walmart,Completed
100337,2022-06-12,999999,Checking,Credit,3816.07,USD,Amazon,Completed
100337,2024-06-04,4273,Checking,Debit,2456.49,USD,Walmart,Completed
100339,2023-07-19,999999,Checking,Credit,3135.08,USD,Unknown,Completed
100339,2022-09-19,999999,Savings,Debit,424.69,USD,Target,Completed
100340,2023-07-11,4389,checking,Debit,4192.90,USD,Unknown,Completed
100342,2022-01-01,2483,checking,Debit,2778.10,USD,Target,Completed
100342,2022-01-14,999999,Checking,Debit,631.24,USD,Target,Completed
100342,2022-01-01,999999,Checking,Debit,4692.03,USD,Walmart,Completed
100345,2022-01-01,999999,Credit,Credit,2632.39,USD,Target,Completed
100346,2022-01-01,999999,checking,Debit,2083.55,USD,Unknown,Completed
100347,2023-12-19,999999,checking,Debit,4348.34,USD,Amazon,Completed
100348,2023-06-28,999999,checking,Credit,638.36,USD,Unknown,Completed
100348,2022-01-01,2371,Checking,Debit,120.41,USD,Amazon,Completed
100350,2022-12-31,999999,Savings,Debit,1218.24,USD,Target,Completed
100350,2022-12-31,999999,Checking,Debit,3642.63,USD,Walmart,Completed
100350,2022-12-31,999999,checking,Credit,4002.84,USD,Walmart,Completed
100352,2022-12-31,999999,Checking,Credit,359.33,USD,Target,Completed
100353,2022-12-31,3623,Savings,Debit,4573.84,USD,Walmart,Completed
100355,2022-01-01,3739,Credit,Debit,4113.68,USD,Unknown,Completed
100355,2022-01-01,999999,Savings,Credit,547.39,USD,Walmart,Completed
100357,2022-05-31,999999,checking,Debit,4779.29,USD,Walmart,Completed
100355,2022-01-01,4949,checking,Credit,731.37,USD,Target,Completed
100358,2022-03-11,3689,Savings,Debit,1821.26,USD,Target,Completed
100360,2022-12-31,999999,Checking,Credit,1824.62,USD,Unknown,Completed
100361,2022-01-01,999999,Checking,Credit,3532.19,USD,Walmart,Completed
100362,2022-04-06,999999,Checking,Debit,1791.05,USD,Unknown,Completed
100362,2022-02-06,999999,Checking,Credit,1668.25,USD,Amazon,Completed
100363,2022-04-10,999999,Checking,Credit,74.05,USD,Walmart,Completed
100365,2022-05-10,999999,Savings,Debit,2927.96,USD,Target,Completed
100366,2022-01-01,999999,checking,Debit,1595.53,USD,Walmart,Completed
100367,2022-06-18,999999,checking,Debit,3880.01,USD,Walmart,Completed
100367,2022-05-03,2677,Checking,Debit,3400.33,USD,Walmart,Completed
100367,2024-01-21,3886,checking,Credit,3384.93,USD,Amazon,Completed
100370,2024-01-29,999999,Savings,Debit,3405.90,USD,Amazon,Completed
100370,2022-12-31,2931,Checking,Debit,2314.88,USD,Unknown,Completed
100369,2023-06-06,999999,Credit,Debit,2592.64,USD,Walmart,Completed
100373,2024-03-05,999999,Savings,Debit,4362.17,USD,Amazon,Completed
100374,2022-12-31,2626,checking,Credit,855.59,USD,Target,Completed
